Title,description,Poster
Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",https://image.tmdb.org/t/p/original/xgnCABtbMDaDqn9bt3ZFJTnpA3e.jpg
Empire State,"After failing to get into the police academy, Chris Potamitis settles for a security guard job with an armoured truck company. After he makes the mistake of mentioning the company's lax security to his best friend, He's unwittingly drawn into an elaborate scheme to rob the abundant amounts of cash being stored on their premisesÃ¢ÂÂresulting in the largest cash heist in U.S.history.",https://image.tmdb.org/t/p/original/uU4zhkZYVfo7MGKPVIYONseusoL.jpg
Hostel: Part II,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",https://image.tmdb.org/t/p/original/4vypgqZRaVpeMDyjqCJSUNKSAeU.jpg
10.0 Earthquake,"Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",https://image.tmdb.org/t/p/original/conlM8JWEaHnIPiBqTg7ciiiLLX.jpg
A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",https://image.tmdb.org/t/p/original/8lUYMvWdHA0Q0k5F76RQCeCBUkA.jpg
Hellboy II: The Golden Army,Hellboy must stop an elven prince from locating an ancient force that can destroy humanity: the all-powerful Golden Army.,https://image.tmdb.org/t/p/original/x1palsOixQthRf1c1Raz6uk103h.jpg
Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",https://image.tmdb.org/t/p/original/gEYKD5cWCBGg8Za3hhwDBk3gEsP.jpg
Dragon Ball: Episode of Bardock,"A spin-off scenario taking place after the events of the TV special Dragon Ball Z: Bardock - The Father of Goku, in which Bardock survives the destruction of Planet Vegeta and is sent into the past, combating Frieza's ancestor Chilled and turning into a Super Saiyan.",https://image.tmdb.org/t/p/original/5e2e9BilHSsce5JWowtwLwqoAYC.jpg
Akira,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,https://image.tmdb.org/t/p/original/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg
Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",https://image.tmdb.org/t/p/original/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg
The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",https://image.tmdb.org/t/p/original/2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg
The Cat in the Hat,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",https://image.tmdb.org/t/p/original/uYYLz67e5xEQMsY858VSSCDsLU6.jpg
Virgin Territory,"The film is set in Tuscany during the Black Death. As in the Decameron, ten young Florentines take refuge from the plague. But instead of telling stories, they have lusty adventures, bawdy exchanges, romance and swordplay. There are randy nuns, Saracen pirates, and a sexy cow.",https://image.tmdb.org/t/p/original/7cB8LjIDAUtr4JR5jUsBlFU6n8U.jpg
(500) Days of Summer,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",https://image.tmdb.org/t/p/original/f9mbM0YMLpYemcWx6o2WeiYQLDP.jpg
Disobedience,"A woman learns about the death of her Orthodox Jewish father, a rabbi. She returns home and has romantic feelings rekindled for her best childhood friend, who is now married to her cousin.",https://image.tmdb.org/t/p/original/skPT4ffWhlmmDOMNEdxOiP6Emfz.jpg
The Protector,"In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.",https://image.tmdb.org/t/p/original/uKE9BxgtT5g2pE3ZKC7MnzsAbTZ.jpg
Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",https://image.tmdb.org/t/p/original/1PeICmYcwEr2qrXROKCclGsdGXh.jpg
Respect,The rise of Aretha FranklinÃ¢ÂÂs career from a child singing in her fatherÃ¢ÂÂs churchÃ¢ÂÂs choir to her international superstardom.,https://image.tmdb.org/t/p/original/iUtPwOBZJc8uJnDqlCXTibdgxKz.jpg
Fences,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",https://image.tmdb.org/t/p/original/yZFBqealET1TunuVvu4YzcM1orT.jpg
Midway,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.",https://image.tmdb.org/t/p/original/hj8pyoNnynGeJTAbl7jcLZO8Uhx.jpg
Leatherface,"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of the teens is destined for tragedy and horrors that will destroy his mind, moulding him into a monster named Leatherface.",https://image.tmdb.org/t/p/original/nV7LPlyhUxKn5y0nuItCr8D1OSu.jpg
Castle in the Sky,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,https://image.tmdb.org/t/p/original/npOnzAbLh6VOIu3naU5QaEcTepo.jpg
The Next Three Days,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",https://image.tmdb.org/t/p/original/rXWk1S0Ka7WtkIbi5grCxaY98Dl.jpg
John and the Hole,"While exploring the neighboring woods, 13-year-old John discovers an unfinished bunker Ã¢ÂÂ a deep hole in the ground. Seemingly without provocation, he drugs his affluent parents and older sister and drags their unconscious bodies into the bunker, where he holds them captive. As they anxiously wait for John to free them from the hole, the boy returns home, where he can finally do what he wants.",https://image.tmdb.org/t/p/original/vZ28AYbKm8cZdvnWlfCASOmH2ag.jpg
Fireproof,"Caleb Holt, a heroic fire captain who values dedication and service to others above all else. But the most important partnership in his life, his marriage, is about to go up in smoke. This gripping story follows one man's desire to transform his life and marriage through the healing power of faith and fully embrace the fireman's code: ""Never leave your partner behind.""",https://image.tmdb.org/t/p/original/hfoCG75j1YaNyfZGPg0rWy3nFmU.jpg
Paul Blart: Mall Cop,"Mild-mannered Paul Blart has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",https://image.tmdb.org/t/p/original/A4zZv0Q1VKURFZFEl2vwjaE2q0g.jpg
Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",https://image.tmdb.org/t/p/original/oP53PyexPlQd1xDt8kkvX5LdQdT.jpg
The Ogglies: Welcome to Smelliville,"The Oggly family arrive at the municipal rubbish dump of Smelliville and must look for a new home, but they never feel really welcome anywhere. They stink and are for most humans just a tad too oggly. When Firebottom, the family dragon, crash-lands on the run-down rubbish tip of the small town of Smelliville, the Ogglies at once feel at home. And it's here they want to stay.",https://image.tmdb.org/t/p/original/w7PJ7fBEYOuaAMKfYa4zmw45v3N.jpg
"Diego, The Last Goodbye","The last year in the life of Diego Maradona told by friends, family and former companions reveals his deep humanity. In the midst of the Covid 19 pandemic, a Maradonian funeral sends him away amid tears, songs and tear gas.",https://image.tmdb.org/t/p/original/hUmpWqixNRe9EfsmbzccJQV0gt.jpg
Barbie of Swan Lake,"Barbie as Odette, the young daughter of a baker, follows a unicorn into the Enchanted Forest and is transformed into a swan by an evil wizard intent on defeating the Fairy Queen.",https://image.tmdb.org/t/p/original/sLpCLVQWTU7BI4yAL6kIFM9J3eX.jpg
Dragons: Dawn Of The Dragon Racers,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,https://image.tmdb.org/t/p/original/jANMdMbDseETDtqhMMelGaY0zza.jpg
Fearless,"Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",https://image.tmdb.org/t/p/original/yKJ7rjIwOa8XvACELo9eV8IvMPb.jpg
The Fourth Musketeer,"At the behest of his father, young d'Artagnan travels from rural Gascony to Paris, where he becomes embroiled in a devious plot between the King's Musketeers and the Guardsmen of Cardinal Richelieu.",https://image.tmdb.org/t/p/original/ddR0nkVzhzGEYYnMsfJ3AyYUlAC.jpg
Shaolin Soccer,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,https://image.tmdb.org/t/p/original/kVpq68NxChzynK7otaymRSaWR8p.jpg
Chinese Zodiac,"Asian Hawk (Jackie Chan) leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",https://image.tmdb.org/t/p/original/1hTpptSqKEAXnLVDPoLL1tyFojd.jpg
Halloween,"Jamie Lee Curtis returns to her iconic role as Laurie Strode, who comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",https://image.tmdb.org/t/p/original/bXs0zkv2iGVViZEy78teg2ycDBm.jpg
The Forgotten Battle,"November 1944. On the flooded isle of Walcheren, Zeeland, thousands of Allied soldiers are battling the German army. Three young lives become inextricably connected. A Dutch boy fighting for the Germans, an English glider pilot and a girl from Zeeland connected to the resistance against her will, are forced to make crucial choices that impact both their own freedom and the freedom of others.",https://image.tmdb.org/t/p/original/wU8ijITXE2ZgoXJexTQByJiHCbp.jpg
The Hunchback of Notre Dame,"At the urging of his gargoyle pals, Quasimodo leaves the solitary safety of his Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.",https://image.tmdb.org/t/p/original/r7V92gY3AMO6li17MmGTixAnFcv.jpg
Scandalous Sex,"A daughter seeks to restore the reputation of her disgraced father, a wronged college professor. With help of a professional student, she must overcome an ambitious sorority bitch and corrupt college dean.",https://image.tmdb.org/t/p/original/l2UWZATSJRwwwx6XUBHQ6jSt4Ka.jpg
Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million theyÃ¢ÂÂre sure is hidden in the penthouse.",https://image.tmdb.org/t/p/original/1HcOyMODYZXnncMikfhYkw3x2ss.jpg
Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",https://image.tmdb.org/t/p/original/pdtzEreKvKAlqa2YEBaGwiA45V8.jpg
Pet Sematary,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",https://image.tmdb.org/t/p/original/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg
Don't Listen,"After the strange death of his young son at their new home, Daniel hears a ghostly plea for help, spurring him to seek out a renowned paranormal expert.",https://image.tmdb.org/t/p/original/lXvBgevABC9n5R6Gg76R3pN1h2M.jpg
Kids Are Back,"Catherine and Yann, happily married for many years, should have spent the year travelling abroad. But since he sold his business, Yann has been too busy with his bonsai trees and keeps postponing the big trip. Things go from bad to worse when their 27-year-old broke daughter and her boyfriend lose their apartment and come knocking on the door to stay. With YannÃ¢ÂÂs mid-life crisis spinning out of control, their couch surfing daughter and partner getting increasingly invasive and their stay becoming indefinite, Catherine will try everything to kick them out of the parental home and get her life back on track!",https://image.tmdb.org/t/p/original/tDnkvlBXXiIkAowjtzLeU54ZVhK.jpg
Tinker Bell and the Legend of the NeverBeast,"An ancient myth of a massive creature sparks the curiosity of Tinker Bell and her good friend Fawn, an animal fairy whoÃ¢ÂÂs not afraid to break the rules to help an animal in need. But this creature is not welcome in Pixie Hollow Ã¢ÂÂ and the scout fairies are determined to capture the mysterious beast, who they fear will destroy their home. Fawn must convince her fairy friends to risk everything to rescue the NeverBeast.",https://image.tmdb.org/t/p/original/bUGX7duQWSm04yAA1rBBfNRe4kY.jpg
The Texas Chainsaw Massacre 2,"Chainsaw-wielding maniac Leatherface is up to his cannibalistic ways once again, along with the rest of his twisted clan, including the equally disturbed Chop-Top. This time, the masked killer has set his sights on pretty disc jockey Vanita ""Stretch"" Brock, who teams up with Texas lawman Lefty Enright to battle the psychopath and his family deep within their lair, a macabre abandoned amusement park.",https://image.tmdb.org/t/p/original/cO1Dvg7k87lHSPOdumn3ddJEKdX.jpg
Mermaid Down,"A mermaid is ripped from the Pacific, her tail is chopped off and she's thrown into a mental home where no one believes she is a mermaid.",https://image.tmdb.org/t/p/original/ag1m3lVUatlJ4EspOYPkhm2SRYr.jpg
Crystal Skulls,A millionaire philanthropist collects the famous Chrystal Skulls trying to tap into their ancient powers. It is up to a team lead by a college professor whose father disappeared searching for the 13th skull to save the world when the first 12 skulls are united and reek havoc on the earth without the control of the 13th skull.,https://image.tmdb.org/t/p/original/8LibYV8Jf8BbVZvCh26LJo69oxe.jpg
Crazy About Her,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",https://image.tmdb.org/t/p/original/hPBJckYsL1UOsz44InZ2wYJyJTy.jpg
"The Gangster, the Cop, the Devil","After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",https://image.tmdb.org/t/p/original/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg
The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,https://image.tmdb.org/t/p/original/ocsb0qiGlcn6UlcDRHa3xxSCc8Y.jpg
London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",https://image.tmdb.org/t/p/original/korY0GInEJThWEm23MRmErQ3GqT.jpg
Rurouni Kenshin Part I: Origins,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",https://image.tmdb.org/t/p/original/vo3Zs07PZfKNsTrU0pcPZONJcN5.jpg
Saw 3D,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",https://image.tmdb.org/t/p/original/oa3vFRANEmx2RtAp0Q3mKxqhTVV.jpg
King Arthur: Legend of the Sword,"When the child ArthurÃ¢ÂÂs father is murdered, Vortigern, ArthurÃ¢ÂÂs uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",https://image.tmdb.org/t/p/original/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg
Initiation,"During a Whiton University's pledge week, the carefree partying turns deadly when brutal murders start befalling the students, sending Ellery Scott into a race against time to uncover the truth behind the school's dark secrets and the horrifying meaning of a recurring symbol: a single exclamation mark.",https://image.tmdb.org/t/p/original/oT3q1gClsLyDS6kI15FYISy4arw.jpg
The Christmas Chronicles: Part Two,"Kate Pierce is reluctantly spending Christmas with her momÃ¢ÂÂs new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",https://image.tmdb.org/t/p/original/6sG0kbEvAi3RRLcGGU5h8l3qAPa.jpg
Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",https://image.tmdb.org/t/p/original/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg
American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",https://image.tmdb.org/t/p/original/3ddHhfMlZHZCefHDeaP8FzSoH4Y.jpg
Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good Ã¢ÂÂ the Justice League, Teen Titans, Suicide Squad and assorted others Ã¢ÂÂ must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",https://image.tmdb.org/t/p/original/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg
I Spit on Your Grave 2,"Naturally beautiful, Katie has just settled into New York where she, like many other young women, is trying to make it as a model. But what starts out as an innocent and simple photo shoot soon turns into something disturbingly unthinkable! Raped, tortured and kidnapped to a foreign country, Jessica is buried alive and left to die. Against all odds, she manages to escape. Severely injured, she will have to tap into the darkest places of the human psyche to not only survive, but to exact her revengeÃ¢ÂÂ¦",https://image.tmdb.org/t/p/original/5gM5nslul301XNHzQ9DpVxhGnLn.jpg
Hole in One,"Eric, a highly-gifted golfer but radically-undisciplined college undergrad, finds his world drastically altered after losing a golf bet to a pair of sadistic plastic surgeons. Eric's bad-boy attitude lifestyle comes to a screeching halt as he loses his money, his girlfriend, his dignity and his golf swing. Eric and his best friend Tyler decide to take on the doctors, in a final golf match of ""Best-Ball"" to get his life back and become the man he should have been all along.",https://image.tmdb.org/t/p/original/Af7Vt2GaMDIfzEnrUVJevYk0Kek.jpg
A Babysitter's Guide to Monster Hunting,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",https://image.tmdb.org/t/p/original/bkld8Me0WiLWipLORRNfF1yIPHu.jpg
Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,https://image.tmdb.org/t/p/original/chnxUtTmTRZh5FE7Ha4aUOZ9ahs.jpg
Into the White,"Based on a true story. On 27 April 1940, Luftwaffe pilot Horst Schopis' Heinkel 111 bomber is shot down near Grotli by an RAF Blackburn Skua L2940 fighter, which then crash-lands. The surviving German and English crew members begin to at shoot each other, but later find themselves huddled up in the same cabin. In order to survive the harsh winter in the Norwegian wilderness, they have to stand together. An unlikely, lifelong friendship blossoms.",https://image.tmdb.org/t/p/original/glnBVGMFpwFfdtKbqZRBUrouJmU.jpg
Ladybug & Cat Noir: Awakening,Parisian teenagers Marinette Dupain-Chang and Adrien Agreste become vigilante heroes Ladybug and Cat Noir.,https://image.tmdb.org/t/p/original/lbpKE3QZbXuOBDmSBPxSPhmtReb.jpg
Artemis Fowl,Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,https://image.tmdb.org/t/p/original/tI8ocADh22GtQFV28vGHaBZVb0U.jpg
Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing MarcusÃ¢ÂÂ sexy sister.",https://image.tmdb.org/t/p/original/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg
Cult of Chucky,"Confined to an asylum for the criminally insane, Nica Pierce is convinced that she, not Chucky, murdered her entire family. But when the psychiatrist introduces a new therapeutic ""Good Guy"" doll with a familiar face, a string of new, grisly deaths leads Nica to wonder if she isn't crazy after all.",https://image.tmdb.org/t/p/original/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg
The Change-Up,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",https://image.tmdb.org/t/p/original/ki98MXBwD1qDhY3JhMdY16jJucv.jpg
The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",https://image.tmdb.org/t/p/original/lm3pQ2QoQ16pextRsmnUbG2onES.jpg
Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",https://image.tmdb.org/t/p/original/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg
In the Name of the King 2: Two Worlds,"Granger, an ex-Special Forces soldier gets thrown back to medieval times to fulfill an ancient prophecy. Venturing through the now war torn Kingdom of Ehb, he teams up with an unlikely band of allies with the goal of slaying the leader of the ""Dark Ones"". Fighting against all odds, they must free the land from the grasp of the evil tyrant Raven and save the world.",https://image.tmdb.org/t/p/original/kM9hjeGLtPZi9ExuBVwIFYrQbx0.jpg
Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,https://image.tmdb.org/t/p/original/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
Justice League vs. Teen Titans,Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,https://image.tmdb.org/t/p/original/3G6RPpafXApTzn56cbVqLBp9uSz.jpg
Street Gang: How We Got to Sesame Street,"Take a stroll down Sesame Street and witness the birth of the most influential children's show in television history. From the iconic furry characters to the classic songs you know by heart, learn how a gang of visionary creators changed the world.",https://image.tmdb.org/t/p/original/qeuFHbuHof2RWb7QzfM4XNR66BF.jpg
Facing the Giants,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,https://image.tmdb.org/t/p/original/33gkfCURxgBBpiAnrWua4Txmrvs.jpg
Woody Woodpecker,Woody Woodpecker enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.,https://image.tmdb.org/t/p/original/vFGUsJTa8z0OfDTbjdyppAireeB.jpg
Jojo Rabbit,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",https://image.tmdb.org/t/p/original/7GsM4mtM0worCtIVeiQt28HieeN.jpg
Black Box,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",https://image.tmdb.org/t/p/original/9Z1zkb4Z9hUlEuC0oMagVJaPUeS.jpg
Tooth Fairy,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",https://image.tmdb.org/t/p/original/cRZvw3bPomtucIUtMHZ3qPIYtYs.jpg
Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,https://image.tmdb.org/t/p/original/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg
Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",https://image.tmdb.org/t/p/original/16OcuuW5z509WILR6BmscNdXgw0.jpg
Daisy Quokka: WorldÃ¢ÂÂs Scariest Animal,"When an unbearably adorable, eternally optimistic Quokka named Daisy wants to achieve the impossible Ã¢ÂÂ to win the annual Ã¢ÂÂWorldÃ¢ÂÂs Scariest AnimalÃ¢ÂÂ championship, she enlists the guidance of a washed-up, former champion, a grouchy Saltwater Crocodile, to help her achieve her dreams and prove that champions can come in all sizes.",https://image.tmdb.org/t/p/original/jjV1DY1SlGI1eUJAXSdre8bpw7t.jpg
The Fox and the Hound,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",https://image.tmdb.org/t/p/original/1382VHxqZDXu2t8i46zf4fP71JG.jpg
Bright: Samurai Soul,"Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.",https://image.tmdb.org/t/p/original/i38XerbByKxr5DPGAoaoulJ9dLl.jpg
The Mummy: Tomb of the Dragon Emperor,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",https://image.tmdb.org/t/p/original/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg
Dead Silence,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",https://image.tmdb.org/t/p/original/etcbHDc2GzWVnrEQireqhEa8PxZ.jpg
8-Bit Christmas,"In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas.",https://image.tmdb.org/t/p/original/5YwaISdOwp8Zu6O7kwBeUn8a7Pu.jpg
The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",https://image.tmdb.org/t/p/original/mI2Di7HmskQQ34kz0iau6J1vr70.jpg
Dragonheart 3: The Sorcerer's Curse,"When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages.",https://image.tmdb.org/t/p/original/avN96TrX2rQFnPLwDo9vN1jYKg8.jpg
The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,https://image.tmdb.org/t/p/original/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg
